,age,job,marital,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,y
28442,55,2,0,0,-284,0,1,29,4,170,1,999,0,0
28443,59,11,2,0,541,0,0,29,4,645,1,999,0,0
28444,44,11,1,0,1,0,0,29,4,229,1,999,0,0
28445,49,5,1,0,87,0,0,29,4,165,1,999,0,0
28446,47,1,2,0,0,0,0,29,4,137,1,999,0,0
28447,27,1,2,0,671,1,0,29,4,243,1,999,0,0
28448,27,10,1,0,2735,1,0,29,4,205,1,999,0,0
28449,33,3,2,0,484,1,0,29,4,537,1,999,0,0
28450,34,7,2,0,892,1,0,29,4,31,3,999,0,0
28451,31,8,2,0,211,0,0,29,4,226,2,999,0,0
28452,31,2,1,0,326,0,1,29,4,124,1,999,0,0
28453,27,10,2,0,667,0,0,29,4,866,2,999,0,1
28454,27,7,2,0,1000,0,0,29,4,71,1,999,0,0
28455,46,2,1,0,-3,1,0,29,4,79,2,265,2,0
28456,31,10,1,0,81,1,0,29,4,189,1,999,0,0
28457,36,7,2,0,4634,0,0,29,4,162,1,999,0,0
28458,31,2,0,0,6,1,0,29,4,821,1,999,0,0
28459,30,1,2,0,1009,1,0,29,4,253,1,999,0,0
28460,28,1,2,0,1823,0,0,29,4,237,1,999,0,0
28461,31,8,2,0,1015,0,0,29,4,100,1,999,0,0
28462,38,11,2,0,560,0,0,29,4,316,1,999,0,0
28463,57,11,1,0,381,0,0,29,4,126,1,999,0,0
28464,29,5,1,0,314,1,0,29,4,159,1,999,0,0
28465,26,7,2,0,-101,0,1,29,4,172,1,999,0,0
28466,26,8,2,0,397,0,0,29,4,268,1,999,0,0
28467,28,10,2,0,250,0,1,29,4,133,1,999,0,0
28468,51,4,2,0,723,0,0,29,4,51,1,999,0,0
28469,28,2,2,0,1955,0,0,29,4,25,1,999,0,0
28470,36,10,1,0,659,1,0,29,4,224,2,999,0,0
28471,26,9,2,0,826,0,0,29,4,177,1,999,0,0
28472,60,10,0,0,615,1,0,29,4,130,1,999,0,0
28473,33,10,2,0,145,1,0,29,4,369,2,999,0,0
28474,31,7,1,0,229,0,0,29,4,184,1,999,0,0
28475,45,10,1,0,398,1,0,29,4,227,1,246,5,0
28476,27,11,2,0,1459,1,0,29,4,153,1,999,0,0
28477,56,5,2,0,6507,1,1,29,4,134,1,196,1,0
28478,32,2,0,0,98,1,0,29,4,364,2,999,0,0
28479,28,5,2,0,882,0,1,29,4,94,1,205,2,0
28480,40,10,1,0,56,1,1,29,4,194,1,247,1,0
28481,26,9,2,0,1346,0,0,29,4,383,2,999,0,0
28482,29,3,2,0,430,0,1,29,4,624,2,999,0,0
28483,30,3,0,0,1192,0,0,29,4,83,2,999,0,0
28484,26,2,2,0,2613,0,0,29,4,435,2,999,0,0
28485,33,8,2,0,-452,0,0,29,4,692,2,999,0,1
28486,42,2,1,0,227,1,1,29,4,124,3,999,0,0
28487,27,8,1,0,834,0,0,29,4,265,2,999,0,0
28488,58,2,1,0,1298,1,0,29,4,522,2,245,4,0
28489,28,10,2,0,527,1,0,29,4,161,2,265,1,0
28490,30,2,2,0,-61,0,0,29,4,111,2,196,1,0
28491,51,4,1,0,1270,0,0,29,4,208,3,999,0,0
28492,31,3,2,0,137,0,0,29,4,445,2,999,0,0
28493,26,10,2,0,252,0,0,29,4,706,2,999,0,0
28494,41,5,1,0,-29,0,0,29,4,41,2,266,2,0
28495,52,2,1,0,408,0,0,29,4,338,2,999,0,0
28496,30,8,2,0,1923,0,1,29,4,114,2,192,2,0
28497,32,5,1,0,2213,0,0,29,4,125,2,154,7,0
28498,49,5,2,0,145,1,0,29,4,57,2,248,38,0
28499,47,5,1,1,-337,0,1,29,4,243,4,161,2,0
28500,27,10,2,0,261,1,0,29,4,236,2,247,2,0
28501,46,8,1,0,2202,1,0,29,4,83,2,999,0,0
28502,28,10,2,0,-214,1,0,29,4,228,2,262,3,0
28503,26,10,2,0,1274,0,0,29,4,475,2,999,0,0
28504,57,5,0,0,-676,1,1,29,4,100,2,247,1,0
28505,43,5,0,0,3578,0,0,29,4,376,2,999,0,0
28506,40,5,2,0,732,0,0,29,4,148,2,999,0,0
28507,32,10,2,0,317,1,0,29,4,452,2,253,2,0
28508,38,10,0,0,531,0,0,29,4,214,3,226,7,0
28509,30,8,2,0,9,0,1,29,4,194,2,205,2,0
28510,45,7,1,0,125,0,0,29,4,304,2,999,0,0
28511,27,10,2,0,-152,1,1,29,4,236,2,999,0,0
28512,44,3,0,0,-600,1,1,29,4,367,3,999,0,0
28513,27,10,2,0,18,0,0,29,4,107,3,999,0,0
28514,42,11,2,0,5717,0,0,29,4,70,2,999,0,0
28515,26,10,2,0,1996,0,0,29,4,111,2,999,0,0
28516,27,5,2,0,170,0,0,29,4,76,2,999,0,0
28517,29,10,2,0,370,1,0,29,4,119,2,251,5,0
28518,31,2,2,0,403,0,0,29,4,356,2,999,0,0
28519,31,5,1,0,0,0,0,29,4,120,2,160,2,0
28520,29,5,1,0,266,1,0,29,4,103,2,999,0,0
28521,55,10,1,0,574,1,0,29,4,243,2,999,0,0
28522,56,3,0,0,29,0,0,29,4,52,2,227,1,0
28523,30,8,2,0,334,0,0,29,4,389,2,999,0,0
28524,43,5,0,0,99,0,0,29,4,24,3,999,0,0
28525,27,9,2,0,6424,0,0,29,4,129,2,999,0,0
28526,28,5,2,0,203,0,0,29,4,145,2,999,0,0
28527,44,5,1,0,488,0,1,29,4,138,2,183,11,0
28528,30,5,1,0,24,1,0,29,4,207,2,999,0,0
28529,34,2,1,0,-211,1,0,29,4,135,2,184,5,0
28530,33,2,1,0,902,1,0,29,4,207,2,247,2,0
28531,30,10,1,0,141,0,0,29,4,166,2,999,0,0
28532,28,5,2,0,1861,0,0,29,4,43,2,999,0,0
28533,36,10,1,0,1508,0,0,29,4,187,2,185,8,0
28534,30,10,1,0,743,0,0,29,4,142,2,999,0,0
28535,26,10,2,0,43,1,1,29,4,169,3,246,1,0
28536,28,9,2,0,24,1,0,29,4,284,2,196,2,0
28537,30,5,1,0,350,0,0,29,4,328,2,999,0,0
28538,30,8,1,0,840,0,0,29,4,163,2,999,0,0
28539,27,8,1,0,1,0,0,29,4,528,3,999,0,0
28540,35,1,2,0,1836,0,0,29,4,623,2,999,0,0
28541,30,10,2,0,0,0,0,29,4,624,2,999,0,0
28542,48,5,0,0,657,0,1,29,4,251,2,999,0,0
28543,34,10,1,0,297,1,0,29,4,375,2,999,0,0
28544,35,10,0,1,362,0,0,29,4,329,2,240,8,0
28545,33,8,2,0,772,1,0,29,4,323,2,259,3,0
28546,26,2,1,0,145,0,0,29,4,309,2,999,0,0
28547,30,5,1,0,112,1,0,29,4,464,2,258,1,0
28548,44,10,2,0,900,1,0,29,4,322,2,999,0,0
28549,36,5,0,0,425,1,1,29,4,202,2,999,0,0
28550,57,5,0,0,1016,1,0,29,4,462,2,234,5,0
28551,49,11,1,0,518,0,0,29,4,1917,2,999,0,1
28552,38,2,1,0,220,1,0,29,4,207,2,999,0,0
28553,26,9,2,0,352,0,0,29,4,202,2,999,0,0
28554,29,5,1,0,1366,1,0,29,4,90,2,245,3,0
28555,32,8,1,0,356,1,0,29,4,56,2,223,5,0
28556,54,7,0,0,0,1,1,29,4,309,3,999,0,0
28557,26,8,2,0,335,0,0,29,4,393,2,999,0,0
28558,37,5,0,0,414,0,0,29,4,293,2,162,4,0
28559,37,2,2,0,6,0,0,29,4,163,2,999,0,0
28560,29,5,2,0,536,0,0,29,4,418,2,999,0,0
28561,50,2,1,0,2142,1,0,29,4,309,2,224,1,0
28562,34,1,2,0,2045,0,0,29,4,146,2,999,0,0
28563,40,10,2,0,822,1,1,29,4,155,2,245,3,0
28564,36,8,2,0,948,0,1,29,4,92,2,999,0,0
28565,32,10,2,0,337,1,0,29,4,213,2,261,1,0
28566,48,10,1,0,101,1,0,29,4,414,2,192,3,0
28567,36,3,1,0,0,1,0,29,4,344,3,999,0,0
28568,31,3,1,0,15,0,1,29,4,190,2,999,0,0
28569,53,7,1,0,127,0,0,29,4,78,2,999,0,0
28570,30,10,2,0,133,1,0,29,4,113,2,999,0,0
28571,41,2,1,0,140,1,0,29,4,636,2,999,0,0
28572,31,8,2,0,-250,0,1,29,4,207,2,999,0,0
28573,33,1,2,0,2,0,0,29,4,132,2,999,0,0
28574,45,10,2,0,-55,0,0,29,4,78,3,197,1,0
28575,52,2,1,0,967,0,0,29,4,153,2,999,0,0
28576,31,10,2,0,304,0,0,29,4,293,2,160,2,0
28577,27,2,2,1,81,0,1,29,4,123,2,205,2,0
28578,47,2,1,0,613,1,0,29,4,49,3,255,2,0
28579,37,3,1,0,1284,1,0,29,4,246,2,999,0,0
28580,48,11,1,1,-6,0,0,29,4,362,2,999,0,0
28581,33,2,2,0,56,1,0,29,4,290,4,999,0,0
28582,51,5,1,0,-898,0,0,29,4,78,2,999,0,0
28583,27,1,1,0,102,1,0,29,4,123,2,999,0,0
28584,31,10,1,0,702,0,1,29,4,157,3,182,29,0
28585,30,8,2,0,3405,0,0,29,4,276,2,999,0,0
28586,38,2,1,0,99,0,0,29,4,191,2,999,0,0
28587,45,2,2,0,999,0,0,29,4,182,2,999,0,0
28588,37,5,1,0,410,0,0,29,4,337,2,999,0,0
28589,45,1,1,0,-407,1,1,29,4,503,2,224,18,0
28590,28,10,1,0,203,0,1,29,4,188,3,999,0,0
28591,32,2,1,0,2291,1,1,29,4,489,3,182,24,0
28592,37,10,1,0,1120,1,0,29,4,88,3,244,5,0
28593,31,3,1,0,312,0,0,29,4,468,2,999,0,0
28594,45,2,1,0,185,1,0,29,4,249,3,999,0,0
28595,48,5,1,0,998,1,0,29,4,121,3,999,0,0
28596,47,2,2,0,263,1,1,29,4,127,2,255,1,0
28597,29,11,2,0,12,1,0,29,4,298,3,999,0,0
28598,46,8,0,0,5,1,1,29,4,305,2,999,0,0
28599,31,8,1,0,0,1,0,29,4,224,2,999,0,0
28600,30,8,2,1,-261,1,0,29,4,1139,2,255,1,0
28601,57,6,1,0,939,0,1,29,4,267,2,999,0,0
28602,33,8,1,0,554,1,0,29,4,162,2,258,1,0
28603,33,1,2,0,303,0,0,29,4,483,2,266,1,0
28604,31,2,1,0,519,1,0,29,4,623,2,999,0,0
28605,45,5,1,0,25,0,0,29,4,62,3,999,0,0
28606,32,2,1,0,-460,1,1,29,4,131,2,206,6,0
28607,46,5,2,0,593,1,0,29,4,190,3,999,0,0
28608,37,1,2,0,796,1,0,29,4,143,3,999,0,0
28609,27,2,2,0,1049,0,0,29,4,389,3,999,0,0
28610,38,5,1,0,358,0,0,29,4,151,2,999,0,0
28611,57,10,0,0,77,1,1,29,4,168,3,246,2,0
28612,33,5,2,0,-53,0,0,29,4,617,2,999,0,0
28613,57,10,1,0,2550,0,0,29,4,73,2,999,0,0
28614,47,6,1,0,1225,1,1,29,4,191,3,227,2,0
28615,44,8,1,0,133,0,0,29,4,202,3,999,0,0
28616,41,5,2,0,869,0,0,29,4,524,2,999,0,0
28617,39,5,2,0,4023,1,0,29,4,126,2,238,8,0
28618,38,10,2,0,211,1,0,29,4,236,2,999,0,0
28619,28,10,2,0,8,1,0,29,4,389,2,254,3,0
28620,31,10,0,0,0,0,0,29,4,138,2,164,4,0
28621,39,10,0,0,1333,1,1,29,4,585,2,246,1,0
28622,31,3,1,0,10,1,1,29,4,161,3,188,9,0
28623,49,5,2,0,61,1,0,29,4,185,2,246,1,0
28624,33,2,0,0,880,1,1,29,4,263,3,239,1,0
28625,28,8,2,0,298,0,0,29,4,914,2,999,0,0
28626,32,5,2,0,316,1,0,29,4,215,3,999,0,0
28627,31,1,2,0,0,0,0,29,4,528,3,999,0,0
28628,39,2,1,0,360,1,0,29,4,325,2,260,2,0
28629,28,1,2,0,775,0,0,29,4,603,2,999,0,0
28630,54,1,1,0,263,0,1,29,4,283,4,195,7,0
28631,26,7,2,0,211,0,0,29,4,168,3,999,0,0
28632,39,2,1,0,472,1,0,29,4,612,5,999,0,0
28633,33,10,2,0,-96,0,0,29,4,213,4,999,0,0
28634,35,2,2,0,297,1,0,29,4,251,3,265,4,0
28635,31,2,1,0,99,1,0,29,4,653,3,999,0,0
28636,32,10,1,0,0,0,0,29,4,750,3,999,0,0
28637,26,2,2,0,249,1,0,29,4,235,3,262,5,0
28638,39,2,0,0,33,0,0,29,4,593,4,999,0,0
28639,31,5,2,0,1724,1,0,29,4,152,2,254,1,0
28640,31,8,2,0,442,1,0,29,4,355,3,258,3,0
28641,37,5,2,0,-70,0,1,29,4,147,2,999,0,0
28642,46,5,0,0,-154,1,1,29,4,150,2,247,2,0
28643,56,4,1,0,2666,1,1,29,4,94,2,999,0,0
28644,26,1,2,0,1200,0,0,29,4,232,3,999,0,0
28645,27,10,2,0,223,0,1,29,4,253,2,192,3,0
28646,39,7,1,0,656,0,0,29,4,309,3,999,0,0
28647,34,10,1,0,1137,0,0,29,4,383,2,206,1,0
28648,27,7,2,0,139,0,0,29,4,144,3,999,0,0
28649,31,11,2,0,498,0,0,29,4,264,2,999,0,0
28650,29,5,2,0,475,0,0,29,4,346,2,999,0,0
28651,31,2,2,0,3466,1,0,29,4,267,3,183,25,0
28652,32,1,0,0,678,0,0,29,4,243,4,999,0,0
28653,29,11,2,0,115,0,0,29,4,61,2,999,0,0
28654,39,5,2,0,313,0,1,29,4,118,5,196,1,0
28655,29,5,1,0,-346,0,0,29,4,290,2,999,0,0
28656,30,7,1,0,1712,0,0,29,4,213,3,190,2,0
28657,29,5,2,0,1218,0,0,30,4,258,2,999,0,0
28658,39,1,2,0,163,1,0,30,4,107,2,999,0,0
28659,28,7,2,0,1166,0,1,30,4,177,3,192,3,0
28660,28,5,2,0,185,0,0,30,4,651,2,999,0,0
28661,27,5,2,1,13,0,0,30,4,475,3,999,0,1
28662,32,8,1,0,-509,1,0,30,4,134,1,999,0,0
28663,34,5,1,0,1310,0,0,30,4,521,3,158,7,0
28664,34,5,1,0,-422,1,0,30,4,458,3,999,0,0
28665,30,10,2,0,6683,0,0,30,4,180,1,999,0,0
28666,36,8,1,0,1053,1,0,30,4,99,1,259,1,0
28667,31,8,2,0,297,0,0,30,4,229,1,999,0,0
28668,44,2,1,0,1308,0,0,30,4,334,1,999,0,0
28669,28,2,1,0,-26,0,1,30,4,81,1,999,0,0
28670,35,2,1,0,6411,1,1,30,4,144,1,266,2,0
28671,32,8,1,0,605,1,0,30,4,164,1,999,0,0
28672,44,10,1,0,1139,1,0,30,4,64,1,999,0,0
28673,27,8,1,0,1304,0,0,30,4,403,1,999,0,0
28674,35,10,2,0,951,1,0,30,4,163,1,254,1,0
28675,30,8,1,0,2212,1,0,30,4,41,1,249,2,0
28676,26,1,2,0,1348,0,0,30,4,103,1,999,0,0
28677,47,5,0,0,697,1,0,30,4,139,1,999,0,0
28678,36,7,2,0,583,0,0,30,4,859,1,235,1,0
28679,46,5,1,0,802,1,0,30,4,445,1,189,1,0
28680,57,6,1,0,641,0,1,30,4,124,4,999,0,0
28681,34,2,1,0,34,0,0,30,4,379,1,999,0,0
28682,47,11,1,0,168,1,0,30,4,66,1,241,1,0
28683,41,2,1,0,2007,1,0,30,4,419,1,999,0,0
28684,36,11,1,0,-35,0,0,30,4,339,3,999,0,0
28685,34,10,1,0,508,0,0,30,4,795,1,999,0,0
28686,29,8,2,0,-205,0,0,30,4,194,1,999,0,0
28687,28,1,1,0,-247,1,1,30,4,121,1,240,2,0
28688,29,1,2,0,1751,0,0,30,4,150,1,999,0,0
28689,60,10,1,0,-71,1,1,30,4,1451,1,999,0,1
28690,51,1,2,0,16,1,0,30,4,158,1,999,0,0
28691,46,11,2,0,2052,0,0,30,4,428,1,999,0,0
28692,26,8,2,0,49,0,0,30,4,397,1,999,0,0
28693,26,4,1,0,543,0,0,30,4,169,3,999,0,0
28694,35,8,2,0,49,0,0,30,4,346,1,999,0,0
28695,28,7,2,0,242,1,0,30,4,205,1,999,0,0
28696,41,5,2,0,3234,1,0,30,4,2770,1,999,0,1
28697,38,5,2,0,1495,1,0,30,4,339,2,999,0,0
28698,42,8,1,0,199,0,0,30,4,217,2,999,0,0
28699,49,5,1,0,342,0,0,30,4,433,2,228,1,0
28700,27,10,2,0,261,1,1,30,4,195,2,999,0,0
28701,59,1,1,0,879,1,0,30,4,126,5,259,7,0
28702,27,5,2,0,625,0,0,30,4,554,2,999,0,0
28703,29,8,2,0,737,1,1,30,4,499,5,248,1,0
28704,29,8,2,0,192,0,0,30,4,327,4,999,0,0
28705,29,3,2,0,404,0,0,30,4,413,3,999,0,0
28706,35,10,2,0,364,0,1,30,4,162,3,205,3,0
28707,35,10,2,0,2144,1,0,30,4,146,2,262,2,0
28708,34,10,0,0,1301,1,0,30,4,196,2,189,2,0
28709,47,10,0,0,405,1,0,30,4,236,1,260,1,0
28710,36,10,2,0,98,0,0,30,4,771,1,999,0,1
28711,33,11,2,0,1173,0,0,30,4,844,3,999,0,0
28712,26,10,0,0,3154,1,1,30,4,350,3,248,1,0
28713,34,10,0,0,975,1,0,30,4,263,2,191,1,0
28714,35,2,2,0,505,0,1,30,4,109,3,999,0,0
28715,26,5,2,0,157,1,0,30,4,78,2,999,0,0
28716,27,1,2,0,116,0,0,30,4,46,1,999,0,0
28717,32,1,1,0,0,0,0,30,4,119,3,999,0,0
28718,31,10,2,0,236,1,0,30,4,200,1,259,1,0
28719,32,1,2,0,1630,1,0,30,4,122,1,999,0,0
28720,29,2,2,0,202,0,0,30,4,128,2,999,0,0
28721,33,10,1,0,525,1,1,30,4,499,1,247,1,0
28722,28,9,2,0,69,0,0,30,4,532,2,999,0,1
28723,32,2,1,0,578,1,0,30,4,206,3,999,0,0
28724,40,5,2,0,80,1,0,30,4,182,3,999,0,0
28725,42,10,2,0,60,1,1,30,4,183,2,241,1,0
28726,27,11,2,0,92,1,0,30,4,274,4,999,0,0
28727,60,1,0,0,663,0,1,30,4,385,3,197,1,0
28728,29,8,2,0,196,0,0,30,4,726,2,999,0,1
28729,29,1,1,0,957,1,1,30,4,258,2,263,3,0
28730,34,8,2,0,2257,0,1,30,4,568,2,999,0,0
28731,27,9,2,0,1566,0,0,30,4,164,5,999,0,0
28732,42,6,2,0,308,0,0,30,4,114,2,999,0,0
28733,56,3,2,0,1745,1,0,30,4,374,4,999,0,0
28734,32,8,2,0,717,0,0,30,4,462,2,999,0,0
28735,43,1,0,0,540,1,0,30,4,74,1,999,0,0
28736,54,2,2,0,1555,1,0,30,4,258,5,248,2,0
28737,27,11,2,0,3060,0,0,30,4,533,1,999,0,0
28738,58,3,1,0,0,0,1,30,4,540,1,2,2,0
28739,36,11,0,0,5,1,0,30,4,169,1,2,2,0
28740,38,5,0,0,76,0,0,30,4,220,3,999,0,0
28741,36,11,2,0,4148,0,0,30,4,193,3,999,0,0
28742,38,1,0,0,-51,0,1,30,4,102,1,999,0,0
28743,38,5,0,0,441,1,0,30,4,67,1,999,0,0
28744,45,1,0,0,440,0,0,30,4,91,1,2,1,0
28745,50,5,1,0,0,0,0,30,4,199,1,205,1,0
28746,56,5,1,0,4,1,1,30,4,299,1,2,5,0
28747,39,2,1,0,976,1,0,30,4,80,1,2,2,0
28748,31,8,1,0,288,0,0,30,4,164,1,999,0,0
28749,42,8,1,0,473,1,0,30,4,54,1,999,0,0
28750,26,5,2,0,828,1,0,30,4,141,1,999,0,0
28751,42,1,0,0,936,0,0,30,4,931,1,999,0,1
28752,47,11,2,0,2500,0,0,30,4,240,1,999,0,0
28753,31,8,2,0,887,0,0,30,4,427,1,999,0,0
28754,51,3,0,0,58,1,0,30,4,93,1,2,1,0
28755,55,2,1,0,23,0,0,30,4,143,1,2,3,0
28756,42,5,0,0,640,0,0,30,4,545,1,999,0,0
28757,49,1,2,0,827,1,0,30,4,61,1,999,0,0
28758,55,10,1,0,851,1,0,30,4,138,1,270,2,0
28759,39,7,1,0,1492,1,0,30,4,227,1,189,1,0
28760,46,8,1,0,417,1,0,30,4,219,1,2,1,0
28761,45,5,1,0,2363,0,0,30,4,125,1,2,1,0
28762,54,2,1,0,285,1,1,30,4,63,1,2,5,0
28763,58,3,1,0,364,1,0,30,4,168,1,999,0,0
28764,55,11,1,0,3982,0,0,30,4,89,1,999,0,0
28765,55,6,1,0,905,0,0,30,4,861,1,2,1,0
28766,56,11,1,0,670,0,0,30,4,86,1,999,0,0
28767,51,8,1,0,5699,1,0,30,4,436,1,270,2,0
28768,27,5,2,0,1081,0,1,30,4,158,3,206,2,0
28769,57,6,1,0,4908,0,0,30,4,868,1,999,0,0
28770,32,2,2,0,604,0,0,30,4,410,2,196,2,0
28771,31,5,1,0,1384,1,0,30,4,203,2,2,3,0
28772,60,1,1,0,2552,0,1,30,4,255,2,2,4,0
28773,46,10,1,0,198,1,0,30,4,153,1,2,6,0
28774,34,5,1,0,351,0,0,30,4,193,1,999,0,0
28775,39,4,1,0,953,0,0,30,4,23,6,232,3,0
28776,26,1,2,0,187,0,0,30,4,226,2,999,0,0
28777,27,5,2,0,1277,0,0,30,4,267,4,999,0,0
28778,46,2,2,0,332,0,0,30,4,11,4,999,0,0
28779,51,10,2,0,527,1,0,30,4,197,1,2,3,0
28780,52,2,1,0,109,1,0,30,4,177,4,248,2,0
28781,31,11,2,0,315,0,0,30,4,130,1,2,1,0
28782,26,5,1,0,265,0,0,30,4,650,2,999,0,0
28783,33,2,2,0,457,1,0,30,4,159,1,191,4,0
28784,53,11,1,0,7,0,0,30,4,68,2,999,0,0
28785,33,1,2,0,572,1,0,30,4,1296,2,999,0,0
28786,34,4,2,0,443,0,0,30,4,10,1,2,1,0
28787,45,8,0,0,-28,0,1,30,4,87,1,999,0,0
28788,40,7,2,0,628,0,0,30,4,90,1,999,0,0
28789,34,10,2,0,102,0,0,30,4,89,1,999,0,0
28790,51,3,2,0,0,0,0,30,4,643,1,999,0,0
28791,56,8,1,0,642,1,0,30,4,16,1,2,3,0
28792,33,8,0,0,1194,1,0,30,4,166,1,999,0,0
28793,58,5,1,0,911,1,0,30,4,49,1,999,0,0
28794,37,2,2,0,5742,1,1,30,4,588,1,999,0,0
28795,36,2,1,0,160,1,0,30,4,344,2,999,0,0
28796,47,4,1,0,1692,1,0,30,4,592,1,999,0,0
28797,27,10,2,0,149,0,1,30,4,283,1,999,0,0
28798,38,11,1,0,0,1,1,30,4,437,1,999,0,0
28799,27,7,2,0,49,1,0,30,4,208,2,999,0,0
28800,40,10,1,0,1554,0,0,30,4,99,1,999,0,0
28801,36,8,2,0,511,1,1,30,4,706,1,252,1,0
28802,30,5,2,0,167,0,0,30,4,320,2,999,0,0
28803,50,11,0,0,717,1,0,30,4,113,1,999,0,0
28804,41,11,1,0,0,0,0,30,4,81,1,999,0,0
28805,53,6,1,0,3,0,0,30,4,114,4,999,0,0
28806,28,3,2,0,341,0,0,30,4,241,1,999,0,0
28807,29,10,1,0,197,1,0,30,4,103,2,999,0,0
28808,31,10,2,0,198,0,0,30,4,366,4,999,0,0
28809,41,1,1,0,3204,0,1,30,4,210,2,999,0,0
28810,53,8,0,0,329,0,0,30,4,189,1,999,0,0
28811,36,10,2,0,317,1,0,30,4,198,2,266,2,0
28812,52,5,1,0,1355,1,0,30,4,131,1,241,1,0
28813,35,11,1,0,330,0,0,30,4,645,4,999,0,0
28814,33,2,2,0,22,0,0,30,4,76,2,207,1,0
28815,36,8,1,0,238,0,0,30,4,424,1,999,0,0
28816,33,3,2,0,300,1,1,30,4,922,5,999,0,1
28817,31,5,1,0,1400,1,0,30,4,175,2,2,1,0
28818,32,8,0,0,130,1,0,30,4,194,3,999,0,0
28819,38,5,1,0,-70,1,0,30,4,140,1,2,3,0
28820,26,1,2,0,802,0,0,30,4,77,1,2,2,0
28821,28,8,2,0,2992,1,0,30,4,337,4,999,0,0
28822,57,5,0,0,2549,0,0,30,4,456,3,197,2,0
28823,38,2,1,0,451,0,0,30,4,143,1,999,0,0
28824,39,10,1,0,-735,1,0,30,4,144,5,248,2,0
28825,45,5,1,0,-61,0,0,30,4,90,5,172,1,0
28826,26,11,2,0,370,0,0,30,4,230,1,999,0,0
28827,51,1,1,0,0,1,1,30,4,150,1,252,1,0
28828,37,8,1,0,483,1,0,30,4,188,1,999,0,0
28829,40,10,2,0,693,0,0,30,4,427,1,999,0,0
28830,60,6,1,0,143,0,0,30,4,345,1,999,0,0
28831,54,10,1,0,0,0,0,30,4,491,1,999,0,0
28832,56,10,1,0,314,1,1,30,4,108,2,2,5,0
28833,26,10,2,0,152,0,0,30,4,151,2,2,1,0
28834,36,2,1,0,-477,1,0,30,4,473,2,999,0,0
28835,57,10,1,0,1276,1,0,30,4,44,1,200,4,0
28836,29,11,1,0,596,0,0,30,4,510,2,999,0,0
28837,33,10,1,0,480,1,0,30,4,272,1,270,1,0
28838,54,10,0,0,1114,1,0,30,4,81,1,999,0,0
28839,36,1,2,0,133,0,0,30,4,632,3,228,14,0
28840,51,11,1,0,636,0,0,30,4,321,1,999,0,0
28841,53,1,1,0,-375,1,0,30,4,103,1,252,1,0
28842,45,2,1,0,909,1,0,30,4,166,1,262,1,0
28843,56,6,1,0,1454,0,0,30,4,479,1,999,0,0
28844,57,5,1,0,0,0,1,30,4,209,2,197,2,0
28845,54,1,1,0,0,1,0,30,4,520,3,999,0,0
28846,54,10,0,0,-191,0,0,30,4,86,1,999,0,0
28847,32,8,1,0,198,0,0,30,4,320,2,999,0,0
28848,28,2,2,0,1285,0,0,30,4,199,2,2,17,0
28849,36,11,2,0,605,0,0,30,4,410,2,999,0,0
28850,45,3,0,0,44,0,1,30,4,250,2,2,1,0
28851,48,5,1,0,370,1,0,30,4,134,2,169,2,0
28852,32,5,1,1,-1161,1,1,30,4,445,5,999,0,0
28853,27,2,2,0,21,0,0,30,4,197,4,999,0,0
28854,47,7,1,0,1803,0,0,30,4,188,2,999,0,0
28855,32,5,1,0,943,1,0,30,4,402,2,2,2,0
28856,39,5,1,0,1585,1,0,30,4,82,2,999,0,0
28857,33,1,0,0,961,0,0,30,4,308,2,999,0,0
28858,32,11,1,0,365,1,0,30,4,210,3,999,0,0
28859,37,2,0,0,-175,1,0,30,4,638,4,266,1,0
28860,28,2,2,0,442,0,0,30,4,157,2,999,0,0
28861,34,2,2,0,19833,1,0,30,4,84,4,252,1,0
28862,53,2,1,0,901,0,1,30,4,1431,2,999,0,0
28863,47,10,0,0,1194,1,1,30,4,113,3,999,0,0
28864,35,2,1,0,210,1,0,30,4,626,3,999,0,0
28865,49,5,2,0,163,1,0,30,4,281,2,269,3,0
28866,30,10,1,0,1454,0,0,30,4,276,3,999,0,0
28867,26,5,2,0,800,1,0,30,4,405,2,999,0,0
28868,53,10,1,0,2336,0,0,30,4,173,2,2,3,0
28869,56,2,1,0,2190,0,1,30,4,90,2,232,1,0
28870,56,11,1,0,972,0,0,30,4,52,2,999,0,0
28871,26,8,2,0,512,1,1,30,4,206,5,239,3,0
28872,59,11,1,0,0,0,0,30,4,3025,2,999,0,0
28873,41,2,0,0,-333,1,0,30,4,118,3,270,2,0
28874,31,7,1,0,227,1,1,30,4,154,6,263,3,0
28875,42,2,1,0,0,1,0,30,4,82,2,999,0,0
28876,36,1,0,0,281,0,0,30,4,60,2,2,1,0
28877,51,11,1,0,17418,1,0,30,4,237,2,999,0,0
28878,44,11,1,0,1309,0,0,30,4,262,2,999,0,0
28879,47,11,0,0,0,0,1,30,4,127,2,233,8,0
28880,34,5,1,0,243,0,0,30,4,417,4,999,0,0
28881,31,1,0,0,217,1,0,30,4,1776,2,999,0,1
28882,27,5,2,0,0,1,0,30,4,323,4,999,0,0
28883,44,5,2,0,780,1,0,30,4,511,2,999,0,0
28884,27,10,2,0,501,0,1,30,4,370,4,999,0,0
28885,46,2,1,0,665,0,0,30,4,89,4,235,2,0
28886,31,5,2,0,358,1,0,30,4,68,3,256,51,0
